,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,1988,-4779,-2.424579004809953,-2791000000.0,0.0,0.0,0.0,0.0,0,0,0,[],0.0
1,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,1988,-4779,-2.424579004809953,-3.2228637376179403,2.4814814814814814,0.0,0.9925925925925926,2.4814814814814814,0,201,0,"['we', 'us', 'us', 'us', 'we', 'we']",22.18905472636816
2,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,1988,-4779,-2.424579004809953,-2.465547701002166,2.3529411764705883,0.0,0.9411764705882354,2.3529411764705883,0,200,0,"['us', 'us']",34.085
3,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,1988,-4779,-2.424579004809953,-3.0436204983166624,1.8172043010752688,0.0,0.7268817204301076,1.8172043010752688,0,169,0,"['us', 'we', 'us', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we']",29.319526627218934
4,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,1988,-4779,-2.424579004809953,-2.5794824375420675,2.4404761904761907,0.0,0.9761904761904763,2.4404761904761907,0,205,0,"['us', 'We', 'we', 'we', 'we', 'we', 'us', 'us', 'we', 'We', 'us', 'We', 'us', 'us']",29.44390243902439
5,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,1988,-4779,-2.424579004809953,-3.601290317933819,2.5689655172413794,0.0,1.0275862068965518,2.5689655172413794,0,149,0,"['us', 'I', 'I', 'we', 'we', 'we', 'us', 'We', 'us', 'I', 'my', 'my', 'we', 'we', 'we', 'My', 'we', 'we']",28.187919463087248
6,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,1988,-4779,-2.424579004809953,-5.649797559413365,2.369565217391304,0.0,0.9478260869565217,2.369565217391304,0,109,0,"['we', 'we', 'us', 'us', 'we', 'we', 'we']",24.06422018348624
7,44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,1988,-4779,-2.424579004809953,-2791000000.0,0.0,0.0,0.0,0.0,0,0,0,[],0.0
8,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,1988,-4779,-2.424579004809953,-6.357630965016786,1.894736842105263,0.0,0.7578947368421053,1.894736842105263,0,72,0,[],32.52777777777778
9,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,1988,-4779,-2.424579004809953,-2.2399678954735407,2.5795454545454546,0.0,1.031818181818182,2.5795454545454546,0,227,0,"['we', 'I', 'we', 'We', 'I', 'we', 'I', 'we', 'us']",31.352422907488986
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,1988,-4779,-2.424579004809953,-2.150231123150823,2.5794392523364484,0.0,1.0317757009345794,2.5794392523364484,0,276,0,['we'],24.630434782608695
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,1988,-4779,-2.424579004809953,-3.67720684627509,1.9322033898305084,0.0,0.7728813559322034,1.9322033898305084,0,114,0,"['We', 'we', 'we', 'we', 'us', 'us', 'we', 'We', 'us', 'we']",41.57017543859649
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,1988,-4779,-2.424579004809953,-3.411980435926674,2.0120481927710845,0.0,0.8048192771084338,2.0120481927710845,0,167,0,"['I', 'us', 'us', 'we', 'we', 'we']",26.161676646706585
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,1988,-4779,-2.424579004809953,-3.362650598358252,2.3962264150943398,0.0,0.958490566037736,2.3962264150943398,0,127,0,"['I', 'we', 'us', 'we', 'I', 'I', 'us', 'I', 'I', 'my', 'I', 'I', 'I', 'I', 'I', 'us', 'us', 'I', 'we', 'we', 'us', 'us', 'us', 'we', 'we', 'we', 'we', 'us', 'us', 'we', 'us']",39.08661417322835
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,1988,-4779,-2.424579004809953,-2791000000.0,0.0,0.0,0.0,0.0,0,0,0,[],0.0
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,1988,-4779,-2.424579004809953,-8.184750709135628,3.0454545454545454,0.0,1.2181818181818183,3.0454545454545454,0,67,0,[],31.313432835820894
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,1988,-4779,-2.424579004809953,-3.6152849694102525,3.909090909090909,0.0,1.5636363636363637,3.909090909090909,0,43,0,"['we', 'we', 'us', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'I', 'we', 'we']",119.6046511627907
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,1988,-4779,-2.424579004809953,-5.60441765942888,2.111111111111111,0.0,0.8444444444444446,2.111111111111111,0,95,0,[],28.94736842105263
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,1988,-4779,-2.424579004809953,-5.7665289137055185,2.475,0.0,0.9900000000000001,2.475,0,99,0,[],29.494949494949495
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1988,-4779,-2.424579004809953,-24.06034462016944,3.857142857142857,0.0,1.542857142857143,3.857142857142857,0,27,0,"['we', 'we']",24.185185185185187
20,57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,1988,-4779,-2.424579004809953,-2791000000.0,0.0,0.0,0.0,0.0,0,0,0,[],0.0
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1988,-4779,-2.424579004809953,-3.160815398458873,2.8333333333333335,0.0,1.1333333333333335,2.8333333333333335,0,153,0,"['we', 'we']",32.98692810457516
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,1988,-4779,-2.424579004809953,-6.188470052797184,3.5,0.0,1.4000000000000001,3.5,0,98,0,"['we', 'us', 'we']",25.142857142857142
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,1988,-4779,-2.424579004809953,-2.516681692951594,1.8181818181818181,0.0,0.7272727272727273,1.8181818181818181,0,200,0,"['we', 'us', 'we', 'we', 'we', 'us', 'we', 'we', 'we', 'We']",30.185
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,1988,-4779,-2.424579004809953,-6.521028022147131,1.9767441860465116,0.0,0.7906976744186047,1.9767441860465116,0,85,0,"['we', 'we', 'I', 'we']",28.04705882352941
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,1988,-4779,-2.424579004809953,-11.776371258327547,2.1176470588235294,0.0,0.8470588235294119,2.1176470588235294,0,36,0,[],36.888888888888886
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,1988,-4779,-2.424579004809953,-5.429961078930037,2.5,0.0,1.0,2.5,0,90,0,"['I', 'I', 'my', 'I']",29.81111111111111
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1988,-4779,-2.424579004809953,-8.694704022757932,3.5789473684210527,0.0,1.431578947368421,3.5789473684210527,0,68,0,['we'],27.044117647058822
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1988,-4779,-2.424579004809953,-12.187772872542476,1.6071428571428572,0.0,0.6428571428571429,1.6071428571428572,0,45,0,[],29.155555555555555
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1988,-4779,-2.424579004809953,-25.60550435224308,1.4545454545454546,0.0,0.5818181818181819,1.4545454545454546,0,16,0,"['we', 'we']",41.125
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1988,-4779,-2.424579004809953,-5.581999988836,1.9107142857142858,0.0,0.7642857142857143,1.9107142857142858,0,107,0,"['We', 'we', 'we', 'we', 'we', 'We', 'us', 'us', 'we', 'We', 'we', 'We', 'we', 'we', 'we', 'We', 'us', 'us', 'We']",23.074766355140188
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1988,-4779,-2.424579004809953,-24.06034462016944,2.2222222222222223,0.0,0.888888888888889,2.2222222222222223,0,20,0,['we'],29.45
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,1988,-4779,-2.424579004809953,-5.888185641586106,2.757575757575758,0.0,1.1030303030303032,2.757575757575758,0,91,0,[],31.967032967032967
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1988,-4779,-2.424579004809953,-32.08045940137403,1.4,0.0,0.5599999999999999,1.4,0,14,0,"['we', 'my', 'we', 'we']",32.642857142857146
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,1988,-4779,-2.424579004809953,-13.681372481954057,1.5,0.0,0.6000000000000001,1.5,0,33,0,"['us', 'we', 'we', 'We', 'we', 'we']",33.333333333333336
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,1988,-4779,-2.424579004809953,-2.465547701002166,2.92,0.0,1.168,2.92,0,219,0,"['we', 'we', 'we', 'we', 'us', 'us', 'we', 'we', 'we', 'we', 'we', 'us', 'us', 'us', 'we', 'we']",30.652968036529682
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1988,-4779,-2.424579004809953,-2.9286463767800144,2.0144927536231885,0.0,0.8057971014492754,2.0144927536231885,0,139,0,"['we', 'We', 'we', 'we', 'I', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we']",38.17985611510792
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,1988,-4779,-2.424579004809953,-2.9225130859450124,2.5121951219512195,0.0,1.0048780487804878,2.5121951219512195,0,206,0,"['We', 'we', 'we', 'we', 'we', 'we', 'us', 'we', 'us', 'us', 'us', 'we', 'we', 'we', 'us', 'we']",23.771844660194176
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1988,-4779,-2.424579004809953,-5.7310061483962915,1.6885245901639345,0.0,0.6754098360655738,1.6885245901639345,0,103,0,['We'],23.70873786407767
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,1988,-4779,-2.424579004809953,-3.7263017306724944,2.0597014925373136,0.0,0.8238805970149254,2.0597014925373136,0,138,0,"['I', 'we', 'we', 'we']",28.007246376811594
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,1988,-4779,-2.424579004809953,-11.20883529635006,2.4705882352941178,0.0,0.9882352941176471,2.4705882352941178,0,42,0,"['my', 'we', 'we', 'we', 'we', 'us', 'we', 'we']",32.42857142857143
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,1988,-4779,-2.424579004809953,-2.779880475318844,2.5774647887323945,0.0,1.030985915492958,2.5774647887323945,0,183,0,"['we', 'we', 'we', 'we', 'us', 'us', 'We', 'we']",32.387978142076506
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,1988,-4779,-2.424579004809953,-4.6056105534560885,1.6282051282051282,0.0,0.6512820512820513,1.6282051282051282,0,127,0,"['I', 'I', 'my', 'my', 'I', 'We', 'us', 'we', 'We']",24.37795275590551
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,1988,-4779,-2.424579004809953,-4.216012078223547,1.631578947368421,0.0,0.6526315789473685,1.631578947368421,0,124,0,"['we', 'we', 'we', 'us', 'us']",25.93548387096774
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,1988,-4779,-2.424579004809953,-4.293846147240236,2.3333333333333335,0.0,0.9333333333333335,2.3333333333333335,0,98,0,[],34.53061224489796
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,1988,-4779,-2.424579004809953,-3.7767252993549048,2.6842105263157894,0.0,1.0736842105263158,2.6842105263157894,0,153,0,"['we', 'we', 'we', 'We', 'we', 'We', 'we', 'we']",26.61437908496732
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,1988,-4779,-2.424579004809953,-4.494363921909237,1.7333333333333334,0.0,0.6933333333333334,1.7333333333333334,0,130,0,"['us', 'I', 'I', 'my', 'my', 'I', 'We', 'us', 'we', 'We']",24.661538461538463
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,1988,-4779,-2.424579004809953,-27.909999720900004,2.2857142857142856,0.0,0.9142857142857143,2.2857142857142856,0,16,0,['we'],34.4375
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,1988,-4779,-2.424579004809953,-15.168478178432183,2.909090909090909,0.0,1.1636363636363638,2.909090909090909,0,32,0,[],31.21875
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,1988,-4779,-2.424579004809953,-5.742798342093008,3.7083333333333335,0.0,1.4833333333333334,3.7083333333333335,0,89,0,[],32.056179775280896
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,1988,-4779,-2.424579004809953,-32.83529373134949,2.3333333333333335,0.0,0.9333333333333335,2.3333333333333335,0,14,0,"['we', 'us']",36.07142857142857
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,1988,-4779,-2.424579004809953,-1.019729630610256,1.5742857142857143,0.0,0.6297142857142858,1.5742857142857143,0,551,0,[],24.088929219600725
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,1988,-4779,-2.424579004809953,-2.6862367635358644,2.0,0.0,0.8,2.0,0,166,0,"['we', 'we', 'us', 'us', 'I']",36.0
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,1988,-4779,-2.424579004809953,-2.6862367635358644,3.2333333333333334,0.0,1.2933333333333334,3.2333333333333334,0,194,0,[],31.221649484536083
54,91,https://insights.blackcoffer.com/human-rights-outlook/,1988,-4779,-2.424579004809953,-2791000000.0,0.0,0.0,0.0,0.0,0,0,0,[],0.0
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,1988,-4779,-2.424579004809953,-2791000000.0,0.0,0.0,0.0,0.0,0,0,0,[],0.0
